split,class,source,prepared,variant
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.57__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.57__box002__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box012__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box012__lower_contrast_0.70.jpg,lower_contrast_0.70
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2698__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2698__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2698__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2698__box002__brighter_1.31.jpg,brighter_1.31
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box009__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box009__lower_contrast_0.67.jpg,lower_contrast_0.67
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box003__lower_contrast_0.73.jpg,lower_contrast_0.73
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.15.23__box001__lower_contrast_0.70.jpg,lower_contrast_0.70
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.37__box004__brighter_1.24.jpg,brighter_1.24
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.21.59__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.21.59__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.21.59__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.21.59__box001__lower_contrast_0.71.jpg,lower_contrast_0.71
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box005__rotate_90.jpg,rotate_90
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2691__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2691__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2691__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2691__box001__lower_contrast_0.75.jpg,lower_contrast_0.75
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box008.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box008__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box008.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box008__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.23.35__box005__lower_contrast_0.81.jpg,lower_contrast_0.81
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.18.07__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.18.07__box007__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.18.07__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.18.07__box007__lower_contrast_0.65.jpg,lower_contrast_0.65
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.39__box002__brighter_1.25.jpg,brighter_1.25
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box021.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box021__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box021.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box021__brighter_1.33.jpg,brighter_1.33
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box002__lower_contrast_0.70.jpg,lower_contrast_0.70
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box009__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box009__brighter_1.20.jpg,brighter_1.20
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.16__box005__brighter_1.21.jpg,brighter_1.21
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.17.11__box004__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box002__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2671__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2671__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2671__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2671__box001__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box007__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.44__box007__lower_contrast_0.66.jpg,lower_contrast_0.66
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.18.35__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.18.35__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.18.35__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.18.35__box002__lower_contrast_0.81.jpg,lower_contrast_0.81
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2699__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2699__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__DSCF2699__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__DSCF2699__box001__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box012__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box012.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box012__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.09__box004__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box009__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.53__box009__lower_contrast_0.63.jpg,lower_contrast_0.63
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2707__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2707__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2707__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2707__box001__brighter_1.25.jpg,brighter_1.25
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box005__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box005.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.24.33__box005__rotate_90.jpg,rotate_90
